Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
user xfxfxax sehatnxfxfxaxd emang,0,1,0,0,0,0,0,0,0,0,0,0
user emang modal usaha,1,1,1,0,0,0,0,0,1,1,0,0
kaum kapir semakin radikal menyerang pusat pertahanan umat islam kaum kapir percaya otak junk food kapasitasnya zeronwaspada domba kaum kapir,1,1,0,1,1,0,0,0,0,0,1,0
user lebih milih langsung nyebut siapa dari mana keperluan ketika whatsapp orang untuk pertama kalinyaxexxa,0,0,0,0,0,0,0,0,0,0,0,0
jika ikuti garong maka ajaran agama berdasar fiksi,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user siapapun apalagi mentil bahlul kampretxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
user mata,1,1,1,0,0,0,1,0,0,1,0,0
user memang salah satu turunan juga definisinya komplotan penyebar hoax koar koar sambil mencret,1,1,0,1,0,0,0,0,1,0,1,0
terharu baca tweet dari carpoolge pulangmengundi kira jantina bangsa agama bersatu untuk selamatkan malaysia semoga perjalanan pergi balik kalian selamat bless,0,0,0,0,0,0,0,0,0,0,0,0
user bertahun katain santai tuhknp musti panik panggil xfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
warga baduy setelah selesai memperingati tradisi seba pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari sabtu sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
user nyang nepu jamangah triliun juga vasti jokowi,1,0,0,1,0,0,0,0,1,0,1,0
user user user user punya quota galo serching nyet nyawa melayang oleh orba jangan kuota buat search ajbiar otak kebalik kampretbny bacabuka wawasan,1,1,1,0,0,0,0,1,0,1,0,0
user user pdip partainya preman maling rasis koruptor penipu pdip tempat ngumpul amoral,1,1,0,1,0,1,0,0,0,0,1,0
keliatan banget mpok silvy agus,1,1,1,0,0,0,0,0,1,1,0,0
user sering kepedean emang,0,1,0,0,0,0,0,0,0,0,0,0
user ampun bersyukur banget punya perhatian bangetnnudah,0,1,0,0,0,0,0,0,0,0,0,0
kalau bunuh orang islam karena mereka anti agama tapi kalu orang islam bantai karena jihad membela diri yang memulai,1,0,0,1,0,1,0,0,0,0,1,0
user naon atuhlah sudah dulu benar gblg,1,1,1,0,0,0,0,1,0,1,0,0
user milih kyai seprt janda,1,1,1,0,1,0,0,0,0,1,0,0
berharap rizieq shihab pulang hadapi kasus hukumnya ibarat buat orangorangan sawah lalu ditaruh laut siasia pecundang brengsek harusnya dijemput paksa kecuali polisi memang takut pada pengikutnya,1,1,1,0,0,0,0,1,0,1,0,0
user yoongi soalnya temen bilang kalo senyum suka sampe keliatan gusi,0,0,0,0,0,0,0,0,0,0,0,0
kasus surabaya kmrn ngepost positif dukung polri ngecam teroris selain liat cewek cadaran ngejar oppa korea airport wqwqwq jadi sama bagi cewek cadaran fanatik penamp,0,0,0,0,0,0,0,0,0,0,0,0
aksi drummer cilik aisya soraya zahra hadapan ketua umum partai golkar airlangga hartarto menteri perindustrian ketua partai golkar prov bengkulu rohidin mersyah gubernur,0,0,0,0,0,0,0,0,0,0,0,0
user user user galakin lagi doong katanya pribumi yang punya negeri teriak usang aseng oseng giliran berhadap hadapan langsung sama usang aseng oseng loyo,1,0,1,0,0,0,0,0,1,1,0,0
user setelah ditumpas habis maka proyek dilanjutkan umat islamnmirip usai perang dingin maka musuh selanjutnya adalah menunggu neraka,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
user user,0,1,0,0,0,0,0,0,0,0,0,0
kebiasaan yang bisa merugikan kesehatan rambut kulit kepala user,0,0,0,0,0,0,0,0,0,0,0,0
special post pigijo halo teman facebook mampir tulisan terbaru saya tentang jelajah pelosok indonesia saya membahas tentang pesona budaya,0,0,0,0,0,0,0,0,0,0,0,0
user sikap emang diharapkan soal papua hakhak sipil berani bilang bersalah papua berhak merdeka harus dihargai eksistensi haknya sipil harus dipenuhi boleh orang bebas bersikap bergantung,0,0,0,0,0,0,0,0,0,0,0,0
user baginda paham arti mengedepankan dialog baginda paham fulus,1,1,1,0,0,0,0,1,0,1,0,0
user oiya taun berarti ratanya termasuk tahun bulan skrng xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
user hallo dokter persekusi muslim papua persekusi trhadap bali manado mayoritas modal minoritas uang nkri bukan mayoritas minoritas cina kristen,0,0,0,0,0,0,0,0,0,0,0,0
user user yang menolak negara islam indonesia harus berani membubarkan pengadilan agama,1,0,0,1,1,0,0,0,0,0,1,0
jokowi mengatakan sebuah negara akan kuat bila umaroh pemerintah ulama berjalan beriringan selalu bersilaturahmi,0,0,0,0,0,0,0,0,0,0,0,0
sobat salah satunya kelebihan presiden kita user ketatnya pengawasan oleh jokowi terhadap pengembangan proyek strategis nasional harus betul laksanakan dengan tepat lapangan tujuan protek adalah untuk menekan ketimpangan sosial antar,0,0,0,0,0,0,0,0,0,0,0,0
pertama sekutu dijatuhkan berlin pada perang dunia membunuh satusatunya gajah kebun binatang berlin,0,0,0,0,0,0,0,0,0,0,0,0
user user user user juga liat istrinya jokowi,1,1,1,0,0,0,0,0,1,1,0,0
user yahh semua gara mata wasit liat bola kena raket jadi pada lebih menyalahkan sikap kevin,1,1,1,0,0,0,1,0,0,1,0,0
setauku juga privatisasi cukup lama mereka awasi waktu jaman pilkada dulu pasti berkicau sosmed sekarang enggak serius nanya,0,0,0,0,0,0,0,0,0,0,0,0
user kiraa bukan wkwkwkwkk,0,1,0,0,0,0,0,0,0,0,0,0
user tolong agak klesi,0,0,0,0,0,0,0,0,0,0,0,0
gimana sumber waras trans jakarta jokowi diem ajah harusnya kutil ahok ganyang,1,1,1,0,0,0,0,0,1,1,0,0
nahdliyin bersatu minta penghinaan maruf amin dihentikan,0,0,0,0,0,0,0,0,0,0,0,0
user user kalo geografis sepakbola itali negara sepakbola ekonomi maju makanya kita blang eropa barat eropa timur identified negara bekas paham,0,0,0,0,0,0,0,0,0,0,0,0
user demina sekarang malah jadi model brandnya ajsjsjsjaja,0,1,0,0,0,0,0,0,0,0,0,0
pemprovsu gencar lakukan sosialisasi untuk mensukseskan pilkada serentak,0,0,0,0,0,0,0,0,0,0,0,0
user kamu cuma tulinnnga,0,1,0,0,0,0,0,0,0,0,0,0
duduk serumah tapi masak makan sendiri serupa takpayah duduk serumah duduk lebih baik sebab buat orang kisah,0,0,0,0,0,0,0,0,0,0,0,0
warga baduy setelah selesai memperingati tradisi seba pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari sabtu sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user ganda tangan aseng,0,0,0,0,0,0,0,0,0,0,0,0
user user haduh sibuk,1,1,1,0,0,0,0,0,1,1,0,0
user makanya kalo laper mending jual diri jangan jual otak goblog jadinya,0,1,0,0,0,0,0,0,0,0,0,0
ketua umum romahurmuziy bersilaturahmi kediaman ketua utama alkhairaat habib sayyid saggaf muhammad aljufri romahurmuziy pppsempurna,0,0,0,0,0,0,0,0,0,0,0,0
yang imagine liar longrep cuma desah doang mainin memeknya langsung follback,0,1,0,0,0,0,0,0,0,0,0,0
hetifah tingkatkan sektor pariwisata kaltim baca berita update lainnya korankaltim wisatakaltim samarinda tenggarong balikpapan bontang berau,0,0,0,0,0,0,0,0,0,0,0,0
user user sama wahabi mugkin layak bubarkan,1,0,0,1,1,0,0,0,0,0,0,1
user user masalah kebijakan terlalu aseng coba buka syarat investasi indonesia klausul mengikut sertakan mereka,0,0,0,0,0,0,0,0,0,0,0,0
user user bagi muslim tahan diri user tidak spesifik menyebut kitab suci agama manapun boleh jadi muslim sesama muslim sedang diadu domba bawa quran disini salam,0,0,0,0,0,0,0,0,0,0,0,0
udah pula sedih banget jadi,0,1,0,0,0,0,0,0,0,0,0,0
polri memeriksa anies sandi jelas terlibat saracen membatalkan pengangkatan sesuai hukum berlakuuser user,1,0,1,0,0,0,0,0,1,1,0,0
user boleh kampus foreigner pake sebawah dikit wkwkw balik lagi tergantung beberapa dosen nentuin pakaian,0,0,0,0,0,0,0,0,0,0,0,0
beruntung ahok nyungsep,1,0,1,0,0,0,0,0,1,1,0,0
user begok pengikut rijik bakalan jadi korban pertama ludasar kaum sumbu pendek,1,1,0,1,0,0,0,0,1,0,1,0
bank rumah boleh direalisasi,0,0,0,0,0,0,0,0,0,0,0,0
biasanya yang paling brengsek yang paling sayang,0,1,0,0,0,0,0,0,0,0,0,0
user pendapat kena balik petikan pasal tarikh tghh pendapat bukan kecaman bila federal bagi dana macam mana boost ekonomi industi skrg tranung patut jadi negeri paling kaya sekarang,0,0,0,0,0,0,0,0,0,0,0,0
silvy,1,1,1,0,0,0,0,0,1,1,0,0
hahaha bangsaaat apalah penting masih punya morahnbegundal bukan abalabalxexxa,1,1,1,0,0,0,0,0,1,1,0,0
asisten gubernur kepala departemen kebijakan ekonomi moneter dody budi waluyo mengatakan,0,0,0,0,0,0,0,0,0,0,0,0
sedianya hari rabu akan dilakukan pemeriksaan saksi dari pelapor oleh penyidik unit terorisme ditreskrimum polda jatim kasus dugaan penodaan agama oleh sukmawati tapi karena kendala maka pemeriksaan ditunda hari esok,0,0,0,0,0,0,0,0,0,0,0,0
user user gerombolan memang selalu butuh manusia untuk jadi pengikutnya,1,1,0,1,0,0,0,0,1,0,1,0
user makanya saracen pasnasbung cuci otak rinso isis group kehabisan akal otak rakyat masih bisa ditipu,1,1,0,1,0,0,0,0,1,0,1,0
user user user diladenin hanya seekor kelayaban tanpa tujuan,1,1,1,0,0,0,0,0,1,1,0,0
user user diganti kotak kosong akan lebih baik drpd dilan terpilih lagi gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
user user user kompak soal,0,0,0,0,0,0,0,0,0,0,0,0
membisikkan allah allahxexxa allah allahuakbar allah allahnnapabila melihat hamba abdinya belum insaf umar menyeretnya pinggir kota mengikatnya tiang menyuruh orang mengorek mata zinnirah sehingga juga,0,0,0,0,0,0,0,0,0,0,0,0
ulama jabar siap dukung jokowi pilpres,0,0,0,0,0,0,0,0,0,0,0,0
user user manggilnya pelan mbak,1,1,0,1,0,0,1,0,0,0,1,0
pendukung napi ahok jokowi sudah tidak punya akal bukan kasihan sekali umat,1,1,0,1,0,0,0,0,1,0,1,0
hukuman yang kudapatkan lebih keras dari yang berikan rindu tapi boleh merindukannya karena paman zhong selalu berkata membutuhkanku harus menerima kehidupan baruku nnlambat laun menerima kehidupan,0,0,0,0,0,0,0,0,0,0,0,0
user,1,1,1,0,0,0,0,0,1,1,0,0
user fakta bilang,1,0,1,0,0,0,0,0,1,1,0,0
semua sukubangsa melakukan tidak terkecuali arab hejaz kita tahu mesir nama seperti akhenaten mesopotamian seperti awelmarduk atau orang ibraniyahudi ishmael yehohanan,0,0,0,0,0,0,0,0,0,0,0,0
karena faktanya subprime mortgage jadi dasar kekhawatiran memang memberikan dampak sistemik bukan hanya pada tingkatan sistem perbankan namun berimbas pada ekonomi negara secara umum kasus yunani,0,0,0,0,0,0,0,0,0,0,0,0
user nama panggilanya yasuko entah alesanya cuman dulu waktu kecil gendutmata gitu lahh ssemangatpagi,0,0,0,0,0,0,0,0,0,0,0,0
saya minta kader yang mengikuti pilkada agar lupa memperdayakan produktifitas tanaman kopi daerah bersangkutan dalam program kerjanya kelak,0,0,0,0,0,0,0,0,0,0,0,0
user ahok pantasnya dinobatkan sbgai ngepret,1,1,1,0,0,0,0,0,1,1,0,0
setelah memperingati tradisi seba pendopo pemkab lebak akan dilanjut kembali bertemu dengan gubernur banten wahidin halim hari sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
user supaya ente paham prabowo subianto jadi capres udah salah apalagi jadi presiden memang jadi capres abadi,1,1,1,0,0,0,0,0,1,1,0,0
user ternyata bapak berfikirnya tentang agama membela agama tebang pilih allah akan meminta kesaksian dirimu sebagai seorang yang mengaku ulamaustad kitab suci nanti bapak boleh jawab fiksi semua,0,0,0,0,0,0,0,0,0,0,0,0
anakanak harus punya citacita harus bersemangat tersebut disampaikan presiden user saat bertemu dengan anakanak penyintas kanker istana kepresidenan bogor jawa barat jumat user,0,0,0,0,0,0,0,0,0,0,0,0
user rapet bahancoli,0,1,0,0,0,0,0,0,0,0,0,0
lain kali jangan hanya pencopotan spanduknya tangkap juga masang supaya konsekwensi perbuatan tercela semacam bravopolri,0,0,0,0,0,0,0,0,0,0,0,0
slogan tipu teriak saya pancasila saya indonesia didalam hati saya,1,0,1,0,0,1,0,0,0,1,0,0
user user emang haha,1,1,1,0,0,0,0,0,1,1,0,0
ujaran kebencian melalui perangkat digital sudah terjadi sejak zaman cukup info sesat skrg main tangkap,1,0,1,0,0,0,0,0,1,1,0,0
hidup gitu biasanya kita dipertemukan dengan manusia yang brengsek dulu biar bisa ngehargain orang yang lebih baik nantinya,0,1,0,0,0,0,0,0,0,0,0,0
user bonek jancok suporter suci indonesia pernah maling gorengan pernah jarah warung nbonek jancuknnsory rasis udah kuat,1,1,0,1,0,0,0,0,1,0,1,0
user user user user user user user user hajar jokowii,1,0,1,0,0,0,0,0,1,0,0,1
user semua harus berhatixexxd jika ingin menjatuhkan vonis lain tidak boleh,0,0,0,0,0,0,0,0,0,0,0,0
user bolot wkwkwk tipo,0,1,0,0,0,0,0,0,0,0,0,0
super gubernur indonesia memang membanggakan beda kelasnya dengan gubernur reklamasi yang dibanggakan para cukong gantipresiden presidenbaru,1,0,1,0,0,0,0,0,1,1,0,0
user brengsek cuma brisik geniteh gatau,0,1,0,0,0,0,0,0,0,0,0,0
user,0,1,0,0,0,0,0,0,0,0,0,0
informasi kami sampaikan sejak tahun lalu terbukti akurat telah sedang terjadi jadi korban imperialism proxynnmengapa info efektif mencegah proxy konspirasi global nnkrn pemimpin tertinggi pada saat,0,0,0,0,0,0,0,0,0,0,0,0
organisasi kemahasiswaan mampu bertahan mempertahankan ajaranxcxb bung karno sejak presiden pertama diturunkan tampuk kekuasaan oleh orde baru pada eksistensi konsistensi gmni trus bertahan melwati,0,0,0,0,0,0,0,0,0,0,0,0
user user user user menarik untuk menengok sikap institusi negara thdp tuduhan jokowi adalah china,0,0,0,0,0,0,0,0,0,0,0,0
user yaaaelaaaaaa manusia dasar,1,1,1,0,0,0,0,0,1,1,0,0
user user sepertinya efek dari boleh ngomong sesuka hati,0,0,0,0,0,0,0,0,0,0,0,0
user ustad tukang fitnah menuduh jokowi kapan ditangkap,1,0,1,0,0,0,0,0,1,1,0,0
seorang yang selalu berusaha keras untuk berhasil dalam pekerjaannya,0,0,0,0,0,0,0,0,0,0,0,0
user user jadiin lucuan intinya,0,0,0,0,0,0,0,0,0,0,0,0
dalam rapat terbatas presiden user mengingatkan pentingnya publikasi terhadap kegiatan yang akan jakarta palembang pada bulan agustus mendatang,0,0,0,0,0,0,0,0,0,0,0,0
user yang tidak terpikirkan oleh kita semuanya bisa terjadi xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
budaya meminta social media macam melampau pulak lately,0,0,0,0,0,0,0,0,0,0,0,0
user user user daripada bodat,1,1,1,0,0,1,0,0,0,1,0,0
user user satu bukti valid lagi bahaya virus diminum oleh salah satunya admin user bisa membuat otak berhenti bekerja saat mulut bicara atau jari menekan keyboard komputer,0,1,0,0,0,0,0,0,0,0,0,0
user user dasar,1,1,1,0,0,0,0,1,0,1,0,0
aniessandi gunakan produk saracen,1,0,0,1,0,0,0,0,1,0,1,0
user user taman skrg rakyat sudah muak gantipresiden,1,0,0,1,0,0,0,0,1,0,1,0
user user kalah lawan,1,1,0,1,0,0,0,0,1,0,1,0
user heboh prof ditambah penumpang gelap pasukan nasi campur,0,1,0,0,0,0,0,0,0,0,0,0
user kucing cina mulai intervensi wilayah kalimantan hati hati gara gara ahok simulut,1,1,0,1,0,1,0,0,0,0,1,0
kanan keponakan saya muhammad alfathih hidayat yang lagi kuliah turki sudah selesai hafalan wefie bareng gubernur user ketika beliau sedang dinas sana,0,0,0,0,0,0,0,0,0,0,0,0
final user akan disaksikan user user nonton bareng user user,0,0,0,0,0,0,0,0,0,0,0,0
user saat semua ditakutkan dari prabowo sudah dilakukan dengan sukses oleh jokowi apakah masih perlu takut sama prabowo,1,0,1,0,0,0,0,0,1,1,0,0
user surai putih memiringkan kepalanya penasaran bingung memutari sebentar sosok depannya itunncosplay,0,0,0,0,0,0,0,0,0,0,0,0
ternyata bner user alasan pembakaran palangkaraya diperhatikan segra pengadaan proyek,1,0,1,0,0,0,0,0,1,1,0,0
user papua indonesiaitu hijab bukan cadarorang wanita yahudi juga pake cadar,0,0,0,0,0,0,0,0,0,0,0,0
biaya pilkada langsung mahal zulkifli melalui dprd,0,0,0,0,0,0,0,0,0,0,0,0
nwedeeeh udah brother from another meki hahahahahah ngocol anak paham tiap chatan ketawa mulu dibuatnya ampe sakit perut baik banget open minded friendly kocak demen dipikirannya memekmemek mulu,0,1,0,0,0,0,0,0,0,0,0,0
user gubernur terpilih sekarangakan hancur saja nantiahok,1,0,1,0,0,0,0,0,1,1,0,0
user dasar,1,0,1,0,0,0,0,0,1,1,0,0
user user user user muke mirip,1,1,1,0,0,0,1,1,0,1,0,0
user user user user user user user kalau islam kita mengakui juga adanislam chinanislam inggrisnislam hongkong ndllnnnah islam nusantara turunannya doongnnislam sundanislam,0,0,0,0,0,0,0,0,0,0,0,0
massa tuntut kejaksaan tuntaskan kasus dugaan korupsi dairi,0,0,0,0,0,0,0,0,0,0,0,0
saya keberatan diwakili setya novanto dprri pecat setya novanto dari dprri,1,0,1,0,0,0,0,0,1,0,0,1
kita banyak hongkong yang takut oleh ustad menjelang pilpres suara harus diamankan,1,0,0,1,0,0,0,0,1,0,1,0
user betul adalah jombi mengancam nkri hanya ummat islam mampu ganyang,1,0,0,1,0,1,0,0,0,0,0,1
alasan novanto tertidur saat pembukaan munaslub golkar user,0,0,0,0,0,0,0,0,0,0,0,0
jagalah kesehatan berpikir berlogika yang benar dengan gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
jika akan dibunuh pada usia tahun jantina manakah anda pilih untuk dilahirkan jika diberi peluang sebelum keluar dari rahim,0,0,0,0,0,0,0,0,0,0,0,0
user reflek sarah mencubit pinggang sang adam ketika motor dilajukan dengan begitu cepatnya kedua alisnya tertaut kesal lantas meluncurkan protesnnkau sedang membawa gadis bukan preman pasar,1,1,1,0,0,0,1,0,0,1,0,0
user kalau boleh saya ngomong ingin saya katakan ahmad dhani tapi tidak boleh,1,1,1,0,0,0,0,0,1,1,0,0
siap gelar jihad konstitusional untuk lengserkan jokowi mohabbatein,1,0,1,0,0,0,0,0,1,1,0,0
biadab pekerja asal cina membuang bendera indonesia tanah aseng saya tiongkok,1,1,1,0,0,1,0,0,0,1,0,0
user sebab johor antara negeri paling pesat pembangunan penting untuk golongan professional yang menjaga agama,0,0,0,0,0,0,0,0,0,0,0,0
user beginilah kelakuan ekstrak tinja ngoaaahahaaaaa salam penjahat kelamin syariah,1,1,0,1,0,0,0,0,1,0,1,0
user bahasa lainnxfxfxxae,0,0,0,0,0,0,0,0,0,0,0,0
user user user user pepatah cocoknya buat jongos nyaring sibuk dolar ngeroketsi tablo planga dongo,1,1,1,0,0,0,0,0,1,1,0,0
user user iyah malah jadi ribet padahal sekolah muhammadiyah papua yang seluruh siswanya kristen saja muridnya tidak yang dipaksa pakai jilbab gurunya berjilbab karena memang muslimah,0,0,0,0,0,0,0,0,0,0,0,0
gunung pelangi rainbow mountain brbagai warna mmbntuk bukit indah seperti indonesia brbagai sukuagamaetnik membentuk indonesia perbedaannya menyajikan keindahan harmoni berbangsa kita nkri kita bangga,0,0,0,0,0,0,0,0,0,0,0,0
user user user heiahok sudah jauh hari mikirin bukan kayak abut cetek mikirnya merk islam otak kapir,1,1,1,0,1,0,0,0,0,1,0,0
presiden jokowi soroti iklan asian games media massa yang masih minim,0,0,0,0,0,0,0,0,0,0,0,0
user ternyate nyang nulis twit kelas kakap folower ribu tapi sayang bloon dongo sialan haram jadah fitneh dasar xfxfxxe,1,1,1,0,0,0,0,0,1,1,0,0
user masuk katagori barisan dajjal,1,1,1,0,0,0,0,0,1,1,0,0
user biar biar kena bapak suka ahok jadi biar kena,1,1,0,1,0,0,0,0,1,0,1,0
merindukan suharto monggo sihnntapi kalian yakin bisa nyebarin hoax sama bisa nyerang presiden kayak sekarangnnblom nyebar hoax nyerang presiden kalian udah hilang duluan wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
cinta tidak harus memiliki kata prnah dicintai wakaka kasian suka bilang cinta harus memiliki,1,1,1,0,0,0,0,0,1,1,0,0
user,0,0,0,0,0,0,0,0,0,0,0,0
abraham samad ogah menteri namun dicalonkan jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
kepala seksi perlindungan pemberdayaan bptki padang valerie chistie faisal memdampingi purna binaan bptki padang dalam survei yang dilakukan oleh penilaian badan ekonomi kreatif indonesia,0,0,0,0,0,0,0,0,0,0,0,0
jika istana sudah dikuasai rakyat harus bagaimana lengserkan jokowi jokowi diktator rakyat bersama,1,0,1,0,0,0,0,0,1,0,0,1
user user user user user user pula alasan mengapa gereja katolik mudah disitir seenak udel umatnyansy ingat pernah sebuah gereja katolik flores sekelompok umat diusir gereja karena keteribata,0,0,0,0,0,0,0,0,0,0,0,0
indobet togel japan hari rabu maret nresult nshio monyetnurl,0,0,0,0,0,0,0,0,0,0,0,0
user umat nasranidan pernah pendeta kami berbicara memilih pemimpin sesama kristen pendeta kami mengajarkan kami memilih pemimpin jujur mengayomi rakyat menjaga nkri regardless apapun agamanya,0,0,0,0,0,0,0,0,0,0,0,0
user,0,1,0,0,0,0,0,0,0,0,0,0
prabowo jadi kuli saja indonesia kalah saing,1,0,1,0,0,0,0,0,1,1,0,0
ohiya kenapa sekolah mayoritas tionghoa justru mereka dibedakan gatau pribumi juga banyak kepseknya juga pribumi,0,0,0,0,0,0,0,0,0,0,0,0
kadin gubernur suka marahmarah jangan dipilih,0,0,0,0,0,0,0,0,0,0,0,0
betul nasib baik uzur,1,1,1,0,0,0,0,0,1,1,0,0
silakan menangis silakan silakan pingin nyaingin exol mimpi ketinggian presiden korea fans anak jokowi fans lebih selebih lebihnya pokoknya wksk gosa nyaingin exomedals mtvbrkpopexo premiosmt,0,0,0,0,0,0,0,0,0,0,0,0
user bisa kasih cara gimana bisa ngajak omong orang sering ngopi sendiri bioskop sendiri orang sendirian juga pengen ngajak ngobrol soalnya sama sama lagi sendiri xfxfxaxa,0,0,0,0,0,0,0,0,0,0,0,0
user user user yang yahudi juga,0,0,0,0,0,0,0,0,0,0,0,0
anda dongo sama spemkiirannya gerung kitab suci pakai smua agama bukan islam bahkan agama lain akan merasa ternista,1,1,1,0,1,0,0,0,0,1,0,0
makin minder ketemu teman smanya sekolah katolik terbagus juga pelajaran mereka aktifitas sekolah udahlah kalah jauh,0,0,0,0,0,0,0,0,0,0,0,0
